identifier1	identifier2	annotator	judgment	comment	lemma	round
mag_1860_567343.txt-87-1	nf_1991_774072.txt-1394-40	annotator0	0	Unsure; while “chef d'oeuvres” is used in English, I believe it's still generally considered French and not English	chef_nn	2
fic_1840_7057.txt-1784-63	mag_1986_432289.txt-29-3	annotator0	1		chef_nn	2
fic_1963_780073.txt-1843-7	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	2
fic_1848_1108.txt-1273-1	news_2006_629441.txt-92-6	annotator0	4		chef_nn	2
nf_1991_774072.txt-1176-5	news_2007_637870.txt-20-6	annotator0	4		chef_nn	2
fic_1846_544.txt-2808-20	mag_2002_397228.txt-0-30	annotator0	1	Unsure	chef_nn	2
news_2004_617203.txt-102-4	fic_2007_33461.txt-116-19	annotator0	4	Unsure; difficult to judge the meaning in sentence 2	chef_nn	2
mag_1834_564675.txt-91-45	news_1995_631270.txt-48-3	annotator0	0	Unsure; while “chef d'oeuvres” is used in English, I believe it's still generally considered French and not English	chef_nn	2
news_2007_637889.txt-36-1	nf_1977_774125.txt-1398-15	annotator0	4		chef_nn	2
fic_1838_7250.txt-1671-18	nf_1977_774125.txt-1398-15	annotator0	0	I believe the use of chef in sentence 1 is purely French	chef_nn	2
news_1977_732998.txt-23-0	news_1993_655748.txt-41-5	annotator0	4		chef_nn	2
fic_2008_36144.txt-580-12	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
news_1998_610624.txt-51-8	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
fic_2001_27380.txt-81-4	nf_1977_774125.txt-1398-15	annotator0	4		chef_nn	2
mag_1997_428061.txt-162-1	nf_1977_774125.txt-1398-15	annotator0	0		chef_nn	2
nf_1859_748120.txt-1635-2	fic_2004_32588.txt-86-3	annotator0	0	UNK; I think “chef d'oeuvre” is still generally considered French rather than English	chef_nn	2
mag_2004_410917.txt-95-12	nf_1977_774125.txt-1297-15	annotator0	4		chef_nn	2
fic_1973_10570.txt-3537-12	news_2007_637870.txt-20-6	annotator0	4		chef_nn	2
mag_1994_409087.txt-47-2	fic_2007_33461.txt-116-19	annotator0	4		chef_nn	2
fic_1848_1108.txt-907-2	fic_2007_33461.txt-116-19	annotator0	4		chef_nn	2
fic_1835_7133.txt-2558-11	fic_2004_32588.txt-86-3	annotator0	0		chef_nn	2
fic_1848_1108.txt-1251-25	fic_2007_33461.txt-116-19	annotator0	4		chef_nn	2
news_1982_668379.txt-54-6	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
fic_1852_9031.txt-1189-25	fic_1848_1108.txt-660-44	annotator0	0	I think “chef d'oevre” is still generally considered French and not English	chef_nn	2
fic_1848_1108.txt-886-11	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
mag_1858_556623.txt-365-50	news_1995_631270.txt-48-3	annotator0	0	I think “chef d'oevre” is still generally considered French and not English	chef_nn	2
mag_2004_415399.txt-38-3	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
fic_1848_1108.txt-1284-31	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	2
fic_1848_1108.txt-1752-4	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
mag_2004_416263.txt-0-3	fic_1848_1108.txt-660-44	annotator0	4		chef_nn	2
news_1994_641063.txt-27-0	nf_1991_774072.txt-1394-40	annotator0	4		chef_nn	2
mag_1995_395507.txt-3-6	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	2
fic_1844_3928.txt-3319-1	fic_2007_33461.txt-116-19	annotator0	0	UNK; “chef de bataillon” is French	chef_nn	2
mag_1995_395507.txt-45-4	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
nf_1838_747482.txt-728-5	news_2007_637870.txt-20-6	annotator0	0	I think “decrotteur en chef” is French and not English	chef_nn	2
fic_1848_1108.txt-882-6	fic_1848_1108.txt-660-44	annotator0	4	Unsure; difficult to judge the meaning in sentence 1 AND 2	chef_nn	2
mag_2001_415832.txt-315-0	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
fic_1819_8988.txt-1465-17	nf_1991_774072.txt-1394-40	annotator0	0		chef_nn	2
fic_2000_28758.txt-105-13	fic_1963_780073.txt-930-21	annotator0	4		chef_nn	2
fic_1977_10626.txt-73-4	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	2
news_2005_623919.txt-25-4	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	2
fic_1846_556.txt-613-30	news_2006_629441.txt-92-6	annotator0	4		chef_nn	2
fic_1843_7026.txt-476-36	fic_1848_1108.txt-660-44	annotator0	0	I believe “chef d'oeuvre” is still considered French and not English	chef_nn	2
news_1983_671296.txt-46-5	fic_1992_40323.txt-77-14	annotator0	4		chef_nn	2
nf_1843_748690.txt-2460-61	fic_2004_32588.txt-86-3	annotator0	0	I believe “chef des bohemiens” is still considered French and not English	chef_nn	2
news_1995_638686.txt-13-1	nf_1991_774072.txt-1394-40	annotator0	4		chef_nn	2
fic_1993_25016.txt-45-24	fic_1848_1108.txt-660-44	annotator0	4		chef_nn	2
news_2002_603927.txt-69-19	fic_2007_33461.txt-116-19	annotator0	4		chef_nn	2
mag_2003_407716.txt-5-8	news_2006_629441.txt-92-6	annotator0	4		chef_nn	2
mag_1994_426049.txt-149-1	news_2006_629441.txt-92-6	annotator0	4		chef_nn	2
fic_1850_7304.txt-1678-37	news_2006_629441.txt-92-6	annotator0	0	NOTE: sentence 2 is French	chef_nn	2
mag_1999_407915.txt-20-11	mag_1986_432289.txt-29-3	annotator0	4		chef_nn	2
nf_1999_774962.txt-306-26	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	2
fic_1989_14218.txt-1947-9	fic_2004_32588.txt-86-3	annotator0	4		chef_nn	2
fic_1835_7064.txt-946-17	nf_1977_774125.txt-1398-15	annotator0	0	I believe “chef d'oeuvre” is still considered French and not English	chef_nn	2
fic_1844_3928.txt-1406-9	news_2006_629441.txt-92-6	annotator0	0	I believe “chef d'escadron” is considered French and not English	chef_nn	2
fic_1819_8988.txt-1529-15	mag_1994_426049.txt-149-1	annotator0	0		chef_nn	2
nf_1977_774125.txt-1317-2	nf_1977_774125.txt-1398-15	annotator0	4		chef_nn	2
mag_1970_490700.txt-1377-6	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	2
fic_1848_1108.txt-704-4	nf_1977_774125.txt-1297-15	annotator0	4	Unsure; difficult to judge the meaning in sentence 1	chef_nn	2
nf_1977_774125.txt-1398-15	fic_1827_7168.txt-915-10	annotator2	1		chef_nn	4
mag_1845_565442.txt-141-14	news_2006_623955.txt-26-1	annotator2	1		chef_nn	4
mag_1843_565236.txt-728-35	mag_1836_554393.txt-176-6	annotator2	1		chef_nn	4
fic_1827_7168.txt-1724-40	fic_1827_7168.txt-915-10	annotator2	4		chef_nn	4
nf_1833_747531.txt-2651-12	fic_1843_7026.txt-1111-34	annotator2	1		chef_nn	4
fic_1835_7142.txt-815-43	fic_1995_39408.txt-349-5	annotator2	1		chef_nn	4
news_2006_623955.txt-26-1	nf_1833_747531.txt-2651-12	annotator2	1		chef_nn	4
news_2006_623955.txt-26-1	mag_1860_567343.txt-87-1	annotator2	1		chef_nn	4
nf_1844_747533.txt-1857-4	mag_1860_567343.txt-87-1	annotator2	4		chef_nn	4
fic_1843_7026.txt-1111-34	nf_1844_747533.txt-1857-4	annotator2	4		chef_nn	4
news_2006_623955.txt-26-1	fic_1827_7168.txt-1724-40	annotator2	1		chef_nn	4
mag_1860_567343.txt-87-1	mag_1843_565236.txt-728-35	annotator7	4		chef_nn	4
news_1995_631270.txt-48-3	fic_1819_8988.txt-1529-15	annotator7	0	S1 is part of a proper noun/place name	chef_nn	4
fic_1855_602.txt-2563-6	nf_1991_774072.txt-1394-40	annotator7	2	S2 is part of a set French phrase meaning the “epitome” but both chefs are the same meaning of “chief” as in principal; just as S1's chef is the leader in the kitchen, there is some relation	chef_nn	4
fic_1819_8988.txt-1529-15	news_2006_623955.txt-26-1	annotator7	0		chef_nn	4
news_2006_623955.txt-26-1	news_2004_640280.txt-14-1	annotator7	4		chef_nn	4
news_2006_623955.txt-26-1	mag_1834_564675.txt-91-45	annotator7	2		chef_nn	4
mag_1834_564675.txt-91-45	nf_1844_747533.txt-1857-4	annotator7	2		chef_nn	4
fic_1835_7142.txt-815-43	news_2007_637870.txt-20-6	annotator7	2		chef_nn	4
fic_1830_7266.txt-2405-21	nf_1844_747533.txt-1857-4	annotator7	4		chef_nn	4
nf_1844_747533.txt-1857-4	news_2006_623955.txt-26-1	annotator7	2		chef_nn	4
nf_1833_747531.txt-2651-12	fic_1827_7168.txt-915-10	annotator7	4		chef_nn	4
fic_1848_1108.txt-1752-4	mag_1827_553811.txt-58-39	annotator7	2		chef_nn	4
fic_1843_7026.txt-1111-34	mag_1832_564353.txt-125-27	annotator6	4		chef_nn	4
mag_1860_567343.txt-87-1	fic_1819_8988.txt-1529-15	annotator6	2		chef_nn	4
fic_1835_7142.txt-1357-3	fic_1830_7266.txt-2405-21	annotator6	2		chef_nn	4
fic_1819_8988.txt-1529-15	fic_1846_544.txt-2808-20	annotator6	4		chef_nn	4
fic_1830_7266.txt-2405-21	mag_1845_565442.txt-141-14	annotator6	4		chef_nn	4
mag_1832_564353.txt-125-27	mag_1860_567343.txt-87-1	annotator6	4		chef_nn	4
mag_1834_564675.txt-91-45	mag_1832_564353.txt-125-27	annotator6	4		chef_nn	4
nf_1833_747531.txt-2651-12	nf_1844_747533.txt-1857-4	annotator6	4		chef_nn	4
nf_1833_747531.txt-2651-12	fic_1835_7142.txt-815-43	annotator6	2		chef_nn	4
mag_1845_565442.txt-141-14	mag_1832_564353.txt-125-27	annotator6	4		chef_nn	4
fic_1835_7142.txt-1357-3	mag_1827_553811.txt-58-39	annotator6	4		chef_nn	4
nf_1977_774125.txt-1398-15	fic_1838_7250.txt-1671-18	annotator6	3		chef_nn	4
mag_1860_567343.txt-87-1	mag_1834_564675.txt-91-45	annotator5	4		chef_nn	4
fic_1827_7168.txt-1724-40	nf_1833_747531.txt-2651-12	annotator5	4		chef_nn	4
news_2006_623954.txt-164-19	mag_1827_553811.txt-241-8	annotator5	2		chef_nn	4
mag_2002_397228.txt-0-30	fic_1963_780073.txt-930-21	annotator5	4		chef_nn	4
fic_1827_7168.txt-915-10	mag_1845_565442.txt-141-14	annotator5	4		chef_nn	4
fic_1827_7168.txt-915-10	fic_1835_7142.txt-1357-3	annotator5	0	foreign language	chef_nn	4
fic_1819_8988.txt-1529-15	fic_1830_7266.txt-2405-21	annotator5	3		chef_nn	4
mag_1843_565236.txt-728-35	nf_1833_747531.txt-2651-12	annotator5	4		chef_nn	4
mag_1832_564353.txt-125-27	mag_1843_565236.txt-728-35	annotator5	4		chef_nn	4
nf_1844_747533.txt-1857-4	mag_1843_565236.txt-728-35	annotator0	0	I think both of these usages are French	chef_nn	4
mag_1843_565236.txt-728-35	news_2006_623955.txt-26-1	annotator0	0	I think the usage in sentence 2 is French	chef_nn	4
news_1977_732998.txt-23-0	mag_2002_397228.txt-0-30	annotator0	4		chef_nn	4
news_2006_623955.txt-26-1	fic_1848_1108.txt-660-44	annotator0	4	Unsure; difficult to judge the meaning in sentence 2	chef_nn	4
mag_1834_564675.txt-91-45	fic_1843_7026.txt-1111-34	annotator0	0	I think both of these usages are French	chef_nn	4
fic_1830_7266.txt-2405-21	mag_1834_564675.txt-91-45	annotator0	0	I think both of these usages are French	chef_nn	4
mag_1832_564353.txt-125-27	fic_1830_7266.txt-2405-21	annotator0	0	I think both of these usages are French	chef_nn	4
nf_1844_747533.txt-1857-4	fic_1827_7168.txt-1724-40	annotator0	0	I think both of these usages are French	chef_nn	4
fic_1844_3928.txt-2149-12	mag_1850_555680.txt-297-13	annotator0	0	I think both of these usages are French	chef_nn	4
news_2006_629441.txt-92-6	fic_1998_43729.txt-862-4	annotator0	4	Unsure; difficult to judge the meaning in sentence 2	chef_nn	4
fic_1995_39282.txt-307-1	fic_1827_7168.txt-915-10	annotator2	1		chef_nn	1
mag_1986_432289.txt-29-3	fic_1848_1108.txt-660-44	annotator2	1		chef_nn	1
mag_2002_397228.txt-0-30	news_2007_637870.txt-20-6	annotator2	4		chef_nn	1
news_2006_629441.txt-92-6	mag_1986_432289.txt-29-3	annotator2	4		chef_nn	1
nf_1991_774072.txt-1394-40	news_1995_631270.txt-48-3	annotator2	4		chef_nn	1
fic_2005_50340.txt-357-17	nf_1991_774072.txt-1394-40	annotator2	4		chef_nn	1
fic_1992_40323.txt-77-14	mag_1836_554393.txt-176-6	annotator2	1		chef_nn	1
fic_1827_7168.txt-915-10	fic_2005_50340.txt-357-17	annotator2	1		chef_nn	1
news_1995_631270.txt-48-3	mag_1836_554393.txt-176-6	annotator2	1		chef_nn	1
fic_1848_1108.txt-660-44	nf_1977_774125.txt-1297-15	annotator2	4		chef_nn	1
news_2007_637870.txt-20-6	nf_1977_774125.txt-1398-15	annotator2	4		chef_nn	1
fic_1827_7168.txt-915-10	news_2007_637870.txt-20-6	annotator2	1		chef_nn	1
fic_2004_32588.txt-86-3	news_1995_631270.txt-48-3	annotator2	4		chef_nn	1
fic_1848_1108.txt-660-44	fic_1827_7168.txt-915-10	annotator2	1		chef_nn	1
mag_1836_554393.txt-176-6	mag_1986_432289.txt-29-3	annotator2	2		chef_nn	1
mag_1986_432289.txt-29-3	fic_2007_33461.txt-116-19	annotator2	4		chef_nn	1
nf_1977_774125.txt-1297-15	fic_2004_32588.txt-86-3	annotator1	4		chef_nn	1
fic_1827_7168.txt-915-10	fic_2005_50340.txt-357-17	annotator1	1		chef_nn	1
nf_1991_774072.txt-1394-40	fic_1848_1108.txt-660-44	annotator1	3		chef_nn	1
fic_2007_33461.txt-116-19	fic_1992_40323.txt-77-14	annotator1	3		chef_nn	1
news_1995_631270.txt-48-3	mag_1836_554393.txt-176-6	annotator1	1		chef_nn	1
fic_2004_32588.txt-86-3	fic_1995_39282.txt-307-1	annotator1	4		chef_nn	1
nf_1977_774125.txt-1398-15	fic_2005_50340.txt-357-17	annotator1	4		chef_nn	1
news_1995_631270.txt-48-3	fic_1827_7168.txt-915-10	annotator3	0	I am unsure of the meaning of sentence 2	chef_nn	1
fic_1827_7168.txt-915-10	news_2007_637870.txt-20-6	annotator3	2		chef_nn	1
mag_1836_554393.txt-176-6	mag_2002_397228.txt-0-30	annotator3	4		chef_nn	1
fic_1827_7168.txt-915-10	nf_1977_774125.txt-1398-15	annotator3	3		chef_nn	1
nf_1977_774125.txt-1297-15	fic_2004_32588.txt-86-3	annotator3	4		chef_nn	1
mag_1836_554393.txt-176-6	mag_1986_432289.txt-29-3	annotator3	4		chef_nn	1
news_2007_637870.txt-20-6	nf_1977_774125.txt-1398-15	annotator3	4		chef_nn	1
fic_2005_50340.txt-357-17	mag_2002_397228.txt-0-30	annotator3	4		chef_nn	1
nf_1977_774125.txt-1297-15	news_1995_631270.txt-48-3	annotator3	4		chef_nn	1
nf_1977_774125.txt-1398-15	fic_2005_50340.txt-357-17	annotator3	4		chef_nn	1
mag_2002_397228.txt-0-30	news_2007_637870.txt-20-6	annotator3	4		chef_nn	1
nf_1977_774125.txt-1398-15	fic_1992_40323.txt-77-14	annotator3	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_2004_32588.txt-86-3	annotator3	4		chef_nn	1
mag_2002_397228.txt-0-30	fic_1992_40323.txt-77-14	annotator3	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_1848_1108.txt-660-44	annotator3	4		chef_nn	1
mag_1986_432289.txt-29-3	nf_1977_774125.txt-1297-15	annotator3	4		chef_nn	1
news_2007_637870.txt-20-6	nf_1977_774125.txt-1398-15	annotator0	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_1848_1108.txt-660-44	annotator0	4	Unsure; sentence 2 doesn't really provide enough context	chef_nn	1
fic_1992_40323.txt-77-14	mag_1836_554393.txt-176-6	annotator0	1	Unsure; chef de brigade is French so should this be 0?	chef_nn	1
fic_2004_32588.txt-86-3	news_1995_631270.txt-48-3	annotator0	4		chef_nn	1
news_2007_637870.txt-20-6	nf_1977_774125.txt-1297-15	annotator0	4	Unsure; the context in sentence 2 is unclear	chef_nn	1
fic_1992_40323.txt-77-14	fic_1848_1108.txt-660-44	annotator0	4	Unsure	chef_nn	1
mag_1986_432289.txt-29-3	nf_1977_774125.txt-1297-15	annotator0	4		chef_nn	1
mag_1836_554393.txt-176-6	mag_2002_397228.txt-0-30	annotator0	1	Unsure; chef de brigade is French so should this be 0?	chef_nn	1
nf_1977_774125.txt-1398-15	fic_1992_40323.txt-77-14	annotator0	4		chef_nn	1
nf_1977_774125.txt-1398-15	fic_2005_50340.txt-357-17	annotator0	4		chef_nn	1
fic_2007_33461.txt-116-19	fic_1992_40323.txt-77-14	annotator0	4		chef_nn	1
mag_1986_432289.txt-29-3	fic_2007_33461.txt-116-19	annotator0	4		chef_nn	1
fic_1827_7168.txt-915-10	fic_2005_50340.txt-357-17	annotator0	1		chef_nn	1
mag_1836_554393.txt-176-6	mag_1986_432289.txt-29-3	annotator0	0	Unsure; chef de brigade is French so should this be 0?	chef_nn	1
nf_1977_774125.txt-1297-15	nf_1991_774072.txt-1394-40	annotator0	4		chef_nn	1
fic_1848_1108.txt-660-44	news_2006_629441.txt-92-6	annotator0	4		chef_nn	1
fic_1848_1108.txt-907-2	nf_1977_774125.txt-986-6	annotator0	4		chef_nn	5
news_1995_631270.txt-48-3	mag_1827_553811.txt-58-39	annotator0	1		chef_nn	5
mag_1970_490700.txt-1377-6	mag_1994_409087.txt-47-2	annotator0	4		chef_nn	5
news_1997_610573.txt-66-9	news_1997_610581.txt-97-15	annotator0	4		chef_nn	5
fic_1843_7026.txt-1111-34	fic_1827_7168.txt-915-10	annotator0	4		chef_nn	5
fic_1827_7168.txt-915-10	mag_2009_406412.txt-9-7	annotator0	1		chef_nn	5
mag_1995_395507.txt-45-4	mag_1836_554393.txt-176-6	annotator0	1		chef_nn	5
fic_1848_1108.txt-658-11	news_1982_668379.txt-54-6	annotator0	4		chef_nn	5
mag_2002_397228.txt-0-30	news_1993_600214.txt-63-19	annotator0	4		chef_nn	5
fic_1995_39408.txt-349-5	nf_1833_747531.txt-2651-12	annotator0	1		chef_nn	5
mag_1834_564675.txt-91-45	mag_1860_567343.txt-87-1	annotator0	4		chef_nn	5
mag_1843_565236.txt-728-35	mag_1994_426049.txt-149-1	annotator0	1		chef_nn	5
news_1996_625831.txt-58-40	fic_1989_14218.txt-1947-9	annotator0	1		chef_nn	5
fic_1848_1108.txt-1271-6	mag_1994_426049.txt-149-1	annotator0	4		chef_nn	5
news_1997_610573.txt-66-9	news_1977_732998.txt-23-0	annotator0	4		chef_nn	5
fic_1830_7266.txt-2405-21	mag_1860_567343.txt-87-1	annotator0	4		chef_nn	5
news_2005_623919.txt-25-4	mag_1836_554393.txt-176-6	annotator0	1		chef_nn	5
mag_1834_564675.txt-91-45	fic_1995_39282.txt-307-1	annotator0	1		chef_nn	5
fic_2005_50340.txt-357-17	mag_1836_554393.txt-176-6	annotator0	1		chef_nn	5
fic_1835_7142.txt-815-43	fic_1835_7142.txt-1357-3	annotator0	4	French	chef_nn	5
news_1996_658409.txt-1-8	nf_1965_773962.txt-441-11	annotator0	4		chef_nn	5
mag_1850_555680.txt-297-13	mag_1999_407915.txt-20-11	annotator0	1		chef_nn	5
fic_1835_7142.txt-1357-3	fic_1819_8988.txt-1529-15	annotator0	1	French	chef_nn	5
news_2006_623954.txt-164-19	nf_1844_747533.txt-1857-4	annotator0	1		chef_nn	5
fic_1998_43729.txt-862-4	mag_1834_564675.txt-91-45	annotator0	1		chef_nn	5
nf_1991_774072.txt-1191-11	mag_1995_395507.txt-45-4	annotator0	4		chef_nn	5
nf_1838_747482.txt-609-7	mag_1834_564675.txt-91-45	annotator0	1		chef_nn	5
mag_1843_565236.txt-728-35	news_2004_640280.txt-14-1	annotator0	1		chef_nn	5
fic_2004_49470.txt-126-19	news_2006_623954.txt-164-19	annotator0	4		chef_nn	5
news_1992_619168.txt-32-23	news_1995_631301.txt-29-11	annotator0	4		chef_nn	5
fic_1830_7266.txt-2405-21	news_2004_640280.txt-14-1	annotator0	1		chef_nn	5
fic_2004_49470.txt-126-19	mag_1860_567343.txt-87-1	annotator0	1		chef_nn	5
fic_1830_7266.txt-2405-21	fic_1835_7142.txt-1357-3	annotator0	1		chef_nn	5
mag_1834_564675.txt-91-45	fic_1819_8988.txt-1529-15	annotator0	1		chef_nn	5
mag_1989_328766.txt-15-6	nf_1977_774125.txt-986-6	annotator0	4		chef_nn	5
fic_2008_36144.txt-580-12	fic_1993_25002.txt-9471-1	annotator0	4		chef_nn	5
fic_1835_7142.txt-815-43	fic_1835_7142.txt-1357-3	annotator7	4	This is not an English word, it is French.	chef_nn	5
mag_1834_564675.txt-91-45	fic_1835_7142.txt-815-43	annotator7	4	“Chef” is really only English in the cooking sense. I do not agree that this should be part of the corpus.	chef_nn	5
mag_2009_405412.txt-17-12	news_1997_610573.txt-66-9	annotator7	4		chef_nn	5
news_1977_732998.txt-23-0	mag_1982_432096.txt-101-5	annotator7	4		chef_nn	5
news_1996_625831.txt-58-40	news_1993_600214.txt-63-19	annotator7	4		chef_nn	5
news_1994_641063.txt-27-0	news_1983_671296.txt-46-5	annotator7	4		chef_nn	5
news_1993_600214.txt-63-19	fic_1843_7026.txt-1111-34	annotator7	1		chef_nn	5
news_1992_619168.txt-32-23	news_1995_631301.txt-29-11	annotator7	4		chef_nn	5
mag_1860_567343.txt-87-1	news_1983_671296.txt-46-5	annotator7	1		chef_nn	5
mag_1843_565236.txt-728-35	mag_1832_564353.txt-125-27	annotator7	4		chef_nn	5
mag_2009_405412.txt-17-12	fic_1848_1108.txt-886-11	annotator7	4		chef_nn	5
news_2006_623954.txt-164-19	nf_1844_747533.txt-1857-4	annotator7	1		chef_nn	5
fic_1844_3928.txt-1406-9	fic_1846_544.txt-2808-20	annotator7	4		chef_nn	5
mag_1845_565442.txt-141-14	mag_1860_567343.txt-87-1	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	news_2006_623955.txt-26-1	annotator7	1		chef_nn	5
fic_1977_10626.txt-73-4	fic_1844_3928.txt-1406-9	annotator7	1		chef_nn	5
news_1995_631301.txt-29-11	news_1969_727860.txt-19-7	annotator7	4		chef_nn	5
fic_1848_1108.txt-660-44	mag_1995_395507.txt-21-17	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	mag_1860_567343.txt-87-1	annotator7	4		chef_nn	5
mag_1850_555680.txt-297-13	mag_1999_407915.txt-20-11	annotator7	1		chef_nn	5
fic_2008_36144.txt-580-12	fic_1835_7142.txt-815-43	annotator7	1		chef_nn	5
fic_1848_1108.txt-658-11	news_1982_668379.txt-54-6	annotator7	4		chef_nn	5
mag_1982_432096.txt-101-5	nf_1991_774072.txt-1191-11	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	fic_1819_8988.txt-1529-15	annotator7	4	This isn’t really English.	chef_nn	5
news_1983_671296.txt-46-5	fic_1993_25016.txt-45-24	annotator7	4		chef_nn	5
fic_1827_7168.txt-915-10	mag_1834_564675.txt-91-45	annotator7	4		chef_nn	5
fic_2005_32589.txt-87-26	news_1969_727860.txt-19-7	annotator7	4		chef_nn	5
mag_1988_327176.txt-25-12	news_2006_623955.txt-26-1	annotator7	4		chef_nn	5
news_2006_604835.txt-57-12	news_2004_640280.txt-14-1	annotator7	4		chef_nn	5
mag_1995_395507.txt-21-17	news_2006_623955.txt-26-1	annotator7	4		chef_nn	5
fic_1830_7266.txt-2405-21	news_2004_640280.txt-14-1	annotator7	1		chef_nn	5
news_2006_629441.txt-92-6	news_1983_671296.txt-46-5	annotator7	4		chef_nn	5
news_1997_610573.txt-66-9	news_1997_610581.txt-97-15	annotator7	4		chef_nn	5
mag_2004_410917.txt-95-12	fic_1844_3928.txt-1406-9	annotator7	1		chef_nn	5
mag_2009_405412.txt-17-12	fic_1848_1108.txt-1271-6	annotator7	4		chef_nn	5
mag_1834_564675.txt-91-45	fic_1998_43248.txt-105-21	annotator7	1		chef_nn	5
news_2006_623955.txt-26-1	mag_1836_554393.txt-176-6	annotator8	1		chef_nn	5
news_1992_619168.txt-32-23	news_1995_631301.txt-29-11	annotator8	4		chef_nn	5
news_1993_600214.txt-63-19	news_1997_610573.txt-66-9	annotator8	4		chef_nn	5
mag_1982_432096.txt-101-5	nf_1991_774072.txt-1191-11	annotator8	4		chef_nn	5
news_1995_631301.txt-29-11	mag_1832_564353.txt-125-27	annotator8	1		chef_nn	5
fic_2004_49470.txt-126-19	mag_1860_567343.txt-87-1	annotator8	1		chef_nn	5
news_2006_629441.txt-92-6	news_1983_671296.txt-46-5	annotator8	4		chef_nn	5
mag_1843_565236.txt-728-35	fic_1844_3928.txt-1406-9	annotator8	1		chef_nn	5
news_2006_629441.txt-92-6	fic_1993_25016.txt-45-24	annotator8	3		chef_nn	5
fic_1848_1108.txt-886-11	mag_2009_406412.txt-9-7	annotator8	4		chef_nn	5
mag_2002_397228.txt-0-30	fic_1848_1108.txt-1267-1	annotator8	4		chef_nn	5
news_2004_617203.txt-102-4	mag_1832_564353.txt-125-27	annotator8	1		chef_nn	5
mag_1843_565236.txt-728-35	mag_1832_564353.txt-125-27	annotator8	4		chef_nn	5
fic_1848_1108.txt-907-2	nf_1977_774125.txt-986-6	annotator8	4		chef_nn	5
news_1994_606769.txt-54-0	fic_1848_1108.txt-1284-31	annotator8	1		chef_nn	5
fic_1848_1108.txt-660-44	mag_1834_564675.txt-91-45	annotator8	1		chef_nn	5
mag_1843_565236.txt-728-35	mag_1850_555680.txt-297-13	annotator8	2		chef_nn	5
fic_1848_1108.txt-660-44	mag_1995_395507.txt-21-17	annotator8	4		chef_nn	5
fic_1835_7142.txt-815-43	fic_1835_7142.txt-1357-3	annotator8	4		chef_nn	5
nf_1965_773962.txt-441-11	fic_1843_7026.txt-1111-34	annotator8	1		chef_nn	5
nf_1833_747531.txt-2651-12	mag_1834_564675.txt-91-45	annotator8	4		chef_nn	5
news_2006_623954.txt-164-19	nf_1844_747533.txt-1857-4	annotator8	1		chef_nn	5
news_1995_631270.txt-48-3	mag_1827_553811.txt-58-39	annotator8	1		chef_nn	5
mag_1832_564353.txt-125-27	mag_1827_553811.txt-241-8	annotator8	1		chef_nn	5
news_1977_732998.txt-23-0	mag_1850_555680.txt-297-13	annotator8	1		chef_nn	5
mag_1827_553811.txt-241-8	fic_1846_544.txt-2808-20	annotator8	4		chef_nn	5
news_1997_610573.txt-66-9	news_1997_610581.txt-97-15	annotator8	4		chef_nn	5
fic_1827_7168.txt-1724-40	mag_1860_567343.txt-87-1	annotator8	4		chef_nn	5
news_1996_625831.txt-58-40	fic_1989_14218.txt-1947-9	annotator8	4		chef_nn	5
fic_1989_14218.txt-1947-9	mag_1845_565442.txt-141-14	annotator8	1		chef_nn	5
fic_1830_7266.txt-2405-21	news_1997_610552.txt-22-22	annotator8	1		chef_nn	5
fic_1827_7168.txt-915-10	mag_1834_564675.txt-91-45	annotator8	4		chef_nn	5
nf_1833_747531.txt-2651-12	fic_1819_8988.txt-1529-15	annotator8	1		chef_nn	5
mag_2006_428641.txt-119-6	fic_2001_27380.txt-81-4	annotator8	4		chef_nn	5
fic_1827_7168.txt-915-10	mag_2009_406412.txt-9-7	annotator8	1		chef_nn	5
mag_1995_395507.txt-45-4	mag_1836_554393.txt-176-6	annotator8	1		chef_nn	5
news_1995_638686.txt-13-1	fic_1850_7304.txt-1678-37	annotator11	0		chef_nn	6
fic_2008_36299.txt-94-1	news_1997_621043.txt-70-18	annotator11	4		chef_nn	6
news_1977_732998.txt-23-0	news_1995_631301.txt-29-11	annotator11	4		chef_nn	6
